"","counts.top.90.TF","fc.abs.2fold"
"2067",TRUE,FALSE
"2068",TRUE,FALSE
"2069",TRUE,TRUE
"2070",TRUE,FALSE
"2071",TRUE,FALSE
"2072",TRUE,FALSE
"2073",TRUE,FALSE
"2074",TRUE,FALSE
"2075",TRUE,TRUE
"2076",TRUE,FALSE
"2077",TRUE,FALSE
"2078",TRUE,TRUE
"2079",TRUE,FALSE
"2080",TRUE,FALSE
"2081",FALSE,TRUE
"2082",FALSE,TRUE
"2083",TRUE,FALSE
"2084",TRUE,TRUE
"2085",TRUE,FALSE
"2086",TRUE,FALSE
"2087",TRUE,FALSE
"2088",TRUE,FALSE
"2089",TRUE,FALSE
"2090",TRUE,FALSE
"2091",TRUE,FALSE
"2092",TRUE,FALSE
"2093",TRUE,FALSE
"2094",TRUE,TRUE
"2095",TRUE,FALSE
"2096",TRUE,FALSE
"2097",TRUE,FALSE
"2098",TRUE,TRUE
"2099",TRUE,FALSE
"2100",TRUE,TRUE
"2101",TRUE,FALSE
"2102",TRUE,FALSE
"2103",TRUE,TRUE
"2104",TRUE,FALSE
"2105",TRUE,FALSE
"2106",TRUE,TRUE
"2107",TRUE,FALSE
"2108",TRUE,FALSE
"2109",TRUE,FALSE
"2110",TRUE,FALSE
"2111",TRUE,FALSE
"2112",TRUE,TRUE
"2113",TRUE,FALSE
"2114",TRUE,FALSE
"2115",TRUE,FALSE
"2116",TRUE,FALSE
"2117",TRUE,TRUE
"2118",TRUE,TRUE
"2119",TRUE,TRUE
"2120",TRUE,TRUE
"2121",TRUE,TRUE
"2122",TRUE,FALSE
"2123",TRUE,FALSE
"2124",TRUE,FALSE
"2125",TRUE,TRUE
"2126",TRUE,FALSE
"2127",TRUE,FALSE
"2128",TRUE,TRUE
"2129",TRUE,FALSE
"2130",TRUE,FALSE
"2131",FALSE,TRUE
"2132",TRUE,FALSE
"2133",TRUE,FALSE
"2134",TRUE,TRUE
"2135",TRUE,FALSE
"2136",TRUE,FALSE
"2137",TRUE,FALSE
"2138",TRUE,FALSE
"2139",TRUE,FALSE
"2140",TRUE,FALSE
"2141",TRUE,FALSE
"2142",TRUE,FALSE
"2143",TRUE,TRUE
"2144",TRUE,TRUE
"2145",TRUE,TRUE
"2146",TRUE,FALSE
"2147",TRUE,FALSE
"2148",TRUE,TRUE
"2149",TRUE,FALSE
"2150",TRUE,FALSE
"2151",TRUE,FALSE
"2152",TRUE,FALSE
"2153",TRUE,FALSE
"2154",TRUE,TRUE
"2155",TRUE,FALSE
"2156",TRUE,TRUE
"2157",TRUE,TRUE
"2158",TRUE,FALSE
"2159",TRUE,TRUE
"2160",TRUE,FALSE
"2161",TRUE,TRUE
"2162",TRUE,FALSE
"2163",TRUE,TRUE
"2164",TRUE,TRUE
"2165",TRUE,TRUE
"2166",TRUE,FALSE
"2167",TRUE,TRUE
"2168",TRUE,TRUE
"2169",TRUE,FALSE
"2170",TRUE,FALSE
"2171",TRUE,TRUE
"2172",TRUE,FALSE
"2173",TRUE,TRUE
"2174",TRUE,TRUE
"2175",TRUE,FALSE
"2176",TRUE,TRUE
"2177",TRUE,FALSE
"2178",TRUE,FALSE
"2179",TRUE,FALSE
"2180",TRUE,TRUE
"2181",TRUE,FALSE
"2182",TRUE,TRUE
"2183",TRUE,FALSE
"2184",TRUE,FALSE
"2185",TRUE,FALSE
"2186",TRUE,FALSE
"2187",TRUE,FALSE
"2188",TRUE,FALSE
"2189",TRUE,TRUE
"2190",TRUE,TRUE
"2191",TRUE,TRUE
"2192",TRUE,TRUE
"2193",TRUE,TRUE
"2194",TRUE,FALSE
"2195",TRUE,FALSE
"2196",TRUE,FALSE
"2197",TRUE,FALSE
"2198",TRUE,TRUE
"2199",TRUE,TRUE
"2200",TRUE,FALSE
"2201",TRUE,TRUE
"2202",TRUE,TRUE
"2203",TRUE,TRUE
"2204",TRUE,TRUE
"2205",TRUE,TRUE
"2206",TRUE,TRUE
"2207",TRUE,FALSE
"2208",TRUE,FALSE
"2209",TRUE,TRUE
"2210",TRUE,TRUE
"2211",TRUE,FALSE
"2212",TRUE,FALSE
"2213",TRUE,FALSE
"2214",TRUE,FALSE
"2215",TRUE,FALSE
"2216",TRUE,TRUE
"2217",TRUE,TRUE
"2218",TRUE,FALSE
"2219",TRUE,TRUE
"2220",TRUE,TRUE
"2221",TRUE,TRUE
"2222",TRUE,FALSE
"2223",TRUE,FALSE
"2224",TRUE,FALSE
"2225",FALSE,TRUE
"2226",FALSE,TRUE
"2227",TRUE,TRUE
"2228",TRUE,FALSE
"2229",FALSE,TRUE
"2230",FALSE,FALSE
"2231",TRUE,TRUE
"2232",TRUE,FALSE
"2233",TRUE,FALSE
"2234",TRUE,TRUE
"2235",TRUE,FALSE
"2236",TRUE,TRUE
"2237",TRUE,FALSE
"2238",FALSE,TRUE
"2239",TRUE,FALSE
"2240",TRUE,FALSE
"2241",FALSE,TRUE
"2242",TRUE,TRUE
"2243",FALSE,TRUE
"2244",FALSE,TRUE
"2245",FALSE,TRUE
"2246",TRUE,FALSE
"2247",FALSE,TRUE
"2248",TRUE,TRUE
"2249",TRUE,TRUE
"2250",TRUE,FALSE
"2251",TRUE,FALSE
"2252",TRUE,FALSE
"2253",TRUE,TRUE
"2254",TRUE,TRUE
"2255",TRUE,TRUE
"2256",TRUE,FALSE
"2257",TRUE,FALSE
"2258",TRUE,FALSE
"2259",TRUE,TRUE
"2260",TRUE,FALSE
"2261",TRUE,FALSE
"2262",TRUE,FALSE
"2263",TRUE,FALSE
"2264",TRUE,TRUE
"2265",TRUE,FALSE
"2266",TRUE,FALSE
"2267",TRUE,FALSE
"2268",TRUE,FALSE
"2269",TRUE,FALSE
"2270",TRUE,TRUE
"2271",TRUE,TRUE
"2272",TRUE,FALSE
"2273",TRUE,TRUE
"2274",TRUE,TRUE
"2275",TRUE,FALSE
"2276",TRUE,TRUE
"2277",TRUE,TRUE
"2278",TRUE,TRUE
"2279",TRUE,TRUE
"2280",TRUE,TRUE
"2281",TRUE,TRUE
"2282",TRUE,FALSE
"2283",TRUE,FALSE
"2284",TRUE,FALSE
"2285",TRUE,TRUE
"2286",TRUE,FALSE
"2287",TRUE,FALSE
"2288",TRUE,FALSE
"2289",TRUE,FALSE
"2290",TRUE,FALSE
"2291",TRUE,TRUE
"2292",TRUE,TRUE
"2293",TRUE,TRUE
"2294",TRUE,FALSE
"2295",TRUE,FALSE
"2296",TRUE,TRUE
"2297",TRUE,TRUE
"2298",TRUE,FALSE
"2299",TRUE,FALSE
"2300",TRUE,FALSE
"2301",TRUE,FALSE
"2302",TRUE,FALSE
"2303",TRUE,TRUE
"2304",TRUE,TRUE
"2305",TRUE,FALSE
"2306",TRUE,FALSE
"2307",TRUE,FALSE
"2308",TRUE,FALSE
"2309",TRUE,FALSE
"2310",TRUE,FALSE
"2311",TRUE,FALSE
"2312",TRUE,TRUE
"2313",TRUE,TRUE
"2314",TRUE,TRUE
"2315",TRUE,TRUE
"2316",TRUE,FALSE
"2317",TRUE,TRUE
"2318",TRUE,FALSE
"2319",TRUE,FALSE
"2320",TRUE,FALSE
"2321",TRUE,TRUE
"2322",TRUE,FALSE
"2323",TRUE,TRUE
"2324",TRUE,TRUE
"2325",TRUE,FALSE
"2326",TRUE,TRUE
"2327",TRUE,FALSE
"2328",TRUE,FALSE
"2329",TRUE,TRUE
"2330",TRUE,FALSE
"2331",TRUE,TRUE
"2332",TRUE,FALSE
"2333",TRUE,FALSE
"2334",TRUE,TRUE
"2335",TRUE,FALSE
"2336",TRUE,FALSE
"2337",TRUE,FALSE
"2338",TRUE,TRUE
"2339",TRUE,TRUE
"2340",TRUE,FALSE
"2341",TRUE,TRUE
"2342",TRUE,TRUE
"2343",TRUE,TRUE
"2344",TRUE,TRUE
"2345",TRUE,TRUE
"2346",TRUE,TRUE
"2347",TRUE,TRUE
"2348",TRUE,FALSE
"2349",TRUE,FALSE
"2350",TRUE,FALSE
"2351",TRUE,FALSE
"2352",TRUE,FALSE
"2353",TRUE,TRUE
"2354",TRUE,FALSE
"2355",TRUE,FALSE
"2356",TRUE,TRUE
"2357",TRUE,FALSE
"2358",TRUE,FALSE
"2359",TRUE,FALSE
"2360",TRUE,TRUE
"2361",TRUE,TRUE
"2362",TRUE,FALSE
"2363",TRUE,FALSE
"2364",TRUE,FALSE
"2365",TRUE,TRUE
"2366",TRUE,FALSE
"2367",TRUE,FALSE
"2368",TRUE,FALSE
"2369",TRUE,TRUE
"2370",TRUE,FALSE
"2371",TRUE,TRUE
"2372",TRUE,FALSE
"2373",TRUE,FALSE
"2374",TRUE,TRUE
"2375",TRUE,FALSE
"2376",TRUE,TRUE
"2377",TRUE,FALSE
"2378",TRUE,TRUE
"2379",TRUE,TRUE
"2380",TRUE,FALSE
"2381",TRUE,FALSE
"2382",TRUE,TRUE
"2383",TRUE,TRUE
"2384",TRUE,FALSE
"2385",TRUE,TRUE
"2386",TRUE,FALSE
"2387",TRUE,FALSE
"2388",TRUE,FALSE
"2389",TRUE,FALSE
"2390",TRUE,FALSE
"2391",TRUE,TRUE
"2392",TRUE,FALSE
"2393",TRUE,TRUE
"2394",TRUE,FALSE
"2395",TRUE,FALSE
"2396",TRUE,FALSE
"2397",TRUE,FALSE
"2398",TRUE,TRUE
"2399",TRUE,FALSE
"2400",TRUE,FALSE
"2401",TRUE,FALSE
"2402",TRUE,FALSE
"2403",TRUE,FALSE
"2404",TRUE,FALSE
"2405",TRUE,FALSE
"2406",FALSE,TRUE
"2407",TRUE,FALSE
"2408",TRUE,TRUE
"2409",TRUE,TRUE
"2410",TRUE,TRUE
"2411",TRUE,TRUE
"2412",TRUE,TRUE
"2413",TRUE,TRUE
"2414",TRUE,TRUE
"2415",TRUE,TRUE
"2416",TRUE,TRUE
"2417",TRUE,TRUE
"2418",TRUE,TRUE
"2419",TRUE,TRUE
"2420",TRUE,TRUE
"2421",TRUE,TRUE
"2422",TRUE,TRUE
"2423",TRUE,TRUE
"2424",TRUE,TRUE
"2425",TRUE,TRUE
"2426",TRUE,TRUE
"2427",TRUE,TRUE
"2428",TRUE,TRUE
"2429",TRUE,TRUE
"2430",TRUE,FALSE
"2431",TRUE,TRUE
"2432",TRUE,TRUE
"2433",TRUE,TRUE
"2434",FALSE,TRUE
"2435",TRUE,FALSE
"2436",TRUE,TRUE
"2437",TRUE,FALSE
"2438",TRUE,FALSE
"2439",TRUE,FALSE
"2440",TRUE,FALSE
"2441",TRUE,FALSE
"2442",TRUE,TRUE
"2443",FALSE,TRUE
"2444",TRUE,FALSE
"2445",TRUE,TRUE
"2446",TRUE,TRUE
"2447",TRUE,FALSE
"2448",TRUE,FALSE
"2449",TRUE,FALSE
"2450",TRUE,TRUE
"2451",TRUE,TRUE
"2452",TRUE,TRUE
"2453",TRUE,FALSE
"2454",TRUE,FALSE
"2455",TRUE,TRUE
"2456",TRUE,TRUE
"2457",TRUE,FALSE
"2458",TRUE,TRUE
"2459",TRUE,TRUE
"2460",TRUE,FALSE
"2461",TRUE,FALSE
"2462",TRUE,FALSE
"2463",TRUE,TRUE
"2464",TRUE,FALSE
"2465",TRUE,FALSE
"2466",TRUE,FALSE
"2467",TRUE,FALSE
"2468",TRUE,TRUE
"2469",TRUE,FALSE
"2470",TRUE,TRUE
"2471",TRUE,TRUE
"2472",TRUE,FALSE
"2473",TRUE,FALSE
"2474",TRUE,FALSE
"2475",TRUE,FALSE
"2476",TRUE,FALSE
"2477",FALSE,FALSE
"2478",TRUE,FALSE
"2479",TRUE,TRUE
"2480",TRUE,FALSE
"2481",TRUE,TRUE
"2482",TRUE,FALSE
"2483",TRUE,FALSE
"2484",TRUE,TRUE
"2485",TRUE,FALSE
"2486",TRUE,TRUE
"2487",TRUE,TRUE
"2488",TRUE,TRUE
"2489",TRUE,FALSE
"2490",FALSE,FALSE
"2491",TRUE,FALSE
"2492",TRUE,TRUE
"2493",TRUE,TRUE
"2494",TRUE,FALSE
"2495",TRUE,TRUE
"2496",TRUE,FALSE
"2497",TRUE,TRUE
"2498",TRUE,FALSE
"2499",TRUE,TRUE
"2500",TRUE,FALSE
"2501",TRUE,FALSE
"2502",TRUE,TRUE
"2503",TRUE,TRUE
"2504",TRUE,TRUE
"2505",TRUE,FALSE
"2506",TRUE,FALSE
"2507",TRUE,FALSE
"2508",TRUE,FALSE
"2509",TRUE,TRUE
"2510",TRUE,FALSE
"2511",TRUE,TRUE
"2512",TRUE,TRUE
"2513",TRUE,TRUE
"2514",TRUE,TRUE
"2515",TRUE,TRUE
"2516",TRUE,FALSE
"2517",TRUE,FALSE
"2518",TRUE,TRUE
"2519",FALSE,TRUE
"2520",TRUE,TRUE
"2521",TRUE,TRUE
"2522",TRUE,TRUE
"2523",TRUE,TRUE
"2524",TRUE,FALSE
"2525",TRUE,FALSE
"2526",TRUE,TRUE
"2527",TRUE,FALSE
"2528",TRUE,FALSE
"2529",TRUE,FALSE
"2530",TRUE,FALSE
"2531",TRUE,TRUE
"2532",TRUE,TRUE
"2533",TRUE,TRUE
"2534",TRUE,TRUE
"2535",TRUE,TRUE
"2536",TRUE,FALSE
"2537",TRUE,FALSE
"2538",TRUE,TRUE
"2539",TRUE,TRUE
"2540",TRUE,TRUE
"2541",TRUE,FALSE
"2542",TRUE,TRUE
"2543",TRUE,FALSE
"2544",TRUE,FALSE
"2545",TRUE,FALSE
"2546",TRUE,TRUE
"2547",TRUE,FALSE
"2548",TRUE,FALSE
"2549",FALSE,TRUE
"2550",TRUE,FALSE
"2551",TRUE,FALSE
"2552",FALSE,TRUE
"2553",TRUE,FALSE
"2554",TRUE,TRUE
"2555",TRUE,TRUE
"2556",TRUE,FALSE
"2557",TRUE,FALSE
"2558",TRUE,TRUE
"2559",TRUE,TRUE
"2560",TRUE,TRUE
"2561",TRUE,TRUE
"2562",TRUE,TRUE
"2563",TRUE,TRUE
"2564",TRUE,TRUE
"2565",TRUE,TRUE
"2566",TRUE,TRUE
"2567",TRUE,TRUE
"2568",TRUE,TRUE
"2569",TRUE,TRUE
"2570",TRUE,TRUE
"2571",TRUE,TRUE
"2572",TRUE,TRUE
"2573",TRUE,FALSE
"2574",TRUE,FALSE
"2575",TRUE,FALSE
"2576",TRUE,FALSE
"2577",TRUE,FALSE
"2578",TRUE,FALSE
"2579",TRUE,FALSE
"2580",TRUE,FALSE
"2581",TRUE,FALSE
"2582",TRUE,TRUE
"2583",FALSE,TRUE
"2584",TRUE,FALSE
"2585",TRUE,FALSE
"2586",TRUE,TRUE
"2587",TRUE,FALSE
"2588",TRUE,FALSE
"2589",TRUE,FALSE
"2590",TRUE,TRUE
"2591",TRUE,FALSE
"2592",TRUE,FALSE
"2593",TRUE,FALSE
"2594",TRUE,TRUE
"2595",TRUE,TRUE
"2596",TRUE,FALSE
"2597",TRUE,FALSE
"2598",TRUE,TRUE
"2599",TRUE,FALSE
"2600",TRUE,FALSE
"2601",TRUE,FALSE
"2602",TRUE,FALSE
"2603",TRUE,FALSE
"2604",TRUE,FALSE
"2605",TRUE,FALSE
"2606",TRUE,FALSE
"2607",TRUE,FALSE
"2608",TRUE,FALSE
"2609",TRUE,FALSE
"2610",TRUE,TRUE
"2611",TRUE,FALSE
"2612",TRUE,FALSE
"2613",TRUE,FALSE
"2614",TRUE,TRUE
"2615",TRUE,TRUE
"2616",TRUE,FALSE
"2617",TRUE,FALSE
"2618",TRUE,FALSE
"2619",TRUE,FALSE
"2620",TRUE,TRUE
"2621",TRUE,FALSE
"2622",TRUE,FALSE
"2623",TRUE,FALSE
"2624",TRUE,FALSE
"2625",TRUE,TRUE
"2626",TRUE,TRUE
"2627",TRUE,TRUE
"2628",TRUE,FALSE
"2629",TRUE,TRUE
"2630",TRUE,FALSE
"2631",TRUE,FALSE
"2632",TRUE,TRUE
"2633",TRUE,TRUE
"2634",TRUE,FALSE
"2635",TRUE,FALSE
"2636",TRUE,TRUE
"2637",TRUE,TRUE
"2638",TRUE,FALSE
"2639",TRUE,FALSE
"2640",TRUE,FALSE
"2641",TRUE,TRUE
"2642",TRUE,TRUE
"2643",TRUE,TRUE
"2644",TRUE,TRUE
"2645",TRUE,FALSE
"2646",TRUE,FALSE
"2647",TRUE,TRUE
"2648",TRUE,TRUE
"2649",TRUE,FALSE
"2650",TRUE,FALSE
"2651",TRUE,FALSE
"2652",TRUE,FALSE
"2653",TRUE,TRUE
"2654",TRUE,FALSE
"2655",TRUE,FALSE
"2656",TRUE,FALSE
"2657",TRUE,FALSE
"2658",TRUE,FALSE
"2659",TRUE,TRUE
"2660",TRUE,TRUE
"2661",TRUE,TRUE
"2662",TRUE,FALSE
"2663",TRUE,FALSE
"2664",TRUE,FALSE
"2665",TRUE,FALSE
"2666",TRUE,TRUE
"2667",TRUE,FALSE
"2668",TRUE,TRUE
"2669",TRUE,FALSE
"2670",TRUE,FALSE
"2671",TRUE,FALSE
"2672",TRUE,FALSE
"2673",TRUE,FALSE
"2674",TRUE,FALSE
"2675",TRUE,FALSE
"2676",TRUE,TRUE
"2677",TRUE,TRUE
"2678",TRUE,FALSE
"2679",TRUE,FALSE
"2680",TRUE,FALSE
"2681",TRUE,FALSE
"2682",TRUE,TRUE
"2683",TRUE,FALSE
"2684",TRUE,FALSE
"2685",TRUE,FALSE
"2686",TRUE,TRUE
"2687",TRUE,FALSE
"2688",TRUE,FALSE
"2689",TRUE,TRUE
"2690",TRUE,FALSE
"2691",TRUE,TRUE
"2692",FALSE,TRUE
"2693",FALSE,TRUE
"2694",TRUE,TRUE
"2695",FALSE,TRUE
"2696",TRUE,TRUE
"2697",TRUE,TRUE
"2698",TRUE,TRUE
"2699",TRUE,FALSE
"2700",TRUE,TRUE
"2701",TRUE,FALSE
"2702",TRUE,TRUE
"2703",TRUE,FALSE
"2704",TRUE,TRUE
"2705",TRUE,FALSE
"2706",TRUE,TRUE
"2707",FALSE,TRUE
"2708",TRUE,TRUE
"2709",TRUE,FALSE
"2710",TRUE,TRUE
"2711",TRUE,FALSE
"2712",TRUE,FALSE
"2713",TRUE,FALSE
"2714",TRUE,FALSE
"2715",TRUE,FALSE
"2716",TRUE,TRUE
"2717",TRUE,FALSE
"2718",TRUE,FALSE
"2719",TRUE,TRUE
"2720",TRUE,FALSE
"2721",TRUE,FALSE
"2722",TRUE,TRUE
"2723",TRUE,FALSE
"2724",TRUE,FALSE
"2725",TRUE,TRUE
"2726",TRUE,TRUE
"2727",TRUE,FALSE
"2728",FALSE,TRUE
"2729",TRUE,TRUE
"2730",TRUE,TRUE
"2731",TRUE,TRUE
"2732",TRUE,TRUE
"2733",TRUE,TRUE
"2734",TRUE,TRUE
"2735",TRUE,TRUE
"2736",TRUE,TRUE
"2737",TRUE,TRUE
"2738",TRUE,TRUE
"2739",TRUE,TRUE
"2740",TRUE,FALSE
"2741",TRUE,TRUE
"2742",TRUE,FALSE
"2743",TRUE,TRUE
"2744",TRUE,TRUE
"2745",TRUE,TRUE
"2746",TRUE,TRUE
"2747",TRUE,TRUE
"2748",TRUE,TRUE
"2749",TRUE,TRUE
"2750",TRUE,TRUE
"2751",TRUE,TRUE
"2752",TRUE,FALSE
"2753",TRUE,FALSE
"2754",TRUE,FALSE
"2755",TRUE,FALSE
"2756",TRUE,FALSE
"2757",TRUE,FALSE
"2758",TRUE,TRUE
"2759",TRUE,TRUE
"2760",TRUE,FALSE
"2761",TRUE,FALSE
"2762",TRUE,FALSE
"2763",TRUE,TRUE
"2764",TRUE,TRUE
"2765",TRUE,TRUE
"2766",TRUE,FALSE
"2767",TRUE,TRUE
"2768",TRUE,TRUE
"2769",TRUE,FALSE
"2770",TRUE,FALSE
"2771",TRUE,TRUE
"2772",TRUE,FALSE
"2773",TRUE,FALSE
"2774",TRUE,FALSE
"2775",TRUE,FALSE
"2776",TRUE,FALSE
"2777",TRUE,TRUE
"2778",TRUE,TRUE
"2779",TRUE,TRUE
"2780",FALSE,TRUE
"2781",TRUE,FALSE
"2782",TRUE,FALSE
"2783",TRUE,FALSE
"2784",TRUE,FALSE
"2785",TRUE,FALSE
"2786",TRUE,FALSE
"2787",TRUE,TRUE
"2788",TRUE,TRUE
"2789",TRUE,FALSE
"2790",TRUE,TRUE
"2791",TRUE,TRUE
"2792",TRUE,FALSE
"2793",TRUE,TRUE
"2794",TRUE,TRUE
"2795",TRUE,FALSE
"2796",TRUE,TRUE
"2797",TRUE,TRUE
"2798",TRUE,FALSE
"2799",TRUE,FALSE
"2800",TRUE,FALSE
"2801",TRUE,TRUE
"2802",TRUE,TRUE
"2803",TRUE,TRUE
"2804",TRUE,FALSE
"2805",TRUE,FALSE
"2806",TRUE,FALSE
"2807",TRUE,TRUE
"2808",TRUE,FALSE
"2809",TRUE,TRUE
"2810",TRUE,FALSE
"2811",TRUE,TRUE
"2812",TRUE,FALSE
"2813",TRUE,TRUE
"2814",TRUE,FALSE
"2815",TRUE,TRUE
"2816",TRUE,FALSE
"2817",TRUE,TRUE
"2818",TRUE,TRUE
"2819",TRUE,FALSE
"2820",TRUE,FALSE
"2821",TRUE,FALSE
"2822",TRUE,TRUE
"2823",TRUE,FALSE
"2824",TRUE,FALSE
"2825",TRUE,TRUE
"2826",TRUE,TRUE
"2827",TRUE,TRUE
"2828",TRUE,FALSE
"2829",TRUE,FALSE
"2830",TRUE,FALSE
"2831",TRUE,FALSE
"2832",TRUE,FALSE
"2833",TRUE,TRUE
"2834",TRUE,FALSE
"2835",TRUE,FALSE
"2836",TRUE,TRUE
"2837",TRUE,TRUE
"2838",TRUE,FALSE
"2839",TRUE,FALSE
"2840",TRUE,FALSE
"2841",TRUE,TRUE
"2842",TRUE,FALSE
"2843",TRUE,TRUE
"2844",TRUE,FALSE
"2845",TRUE,FALSE
"2846",TRUE,TRUE
"2847",TRUE,TRUE
"2848",FALSE,TRUE
"2849",TRUE,TRUE
"2850",TRUE,TRUE
"2851",TRUE,TRUE
"2852",TRUE,TRUE
"2853",TRUE,TRUE
"2854",TRUE,FALSE
"2855",TRUE,FALSE
"2856",TRUE,TRUE
"2857",TRUE,TRUE
"2858",TRUE,FALSE
"2859",TRUE,FALSE
"2860",TRUE,FALSE
"2861",TRUE,FALSE
"2862",TRUE,TRUE
"2863",TRUE,FALSE
"2864",TRUE,TRUE
"2865",TRUE,FALSE
"2866",TRUE,TRUE
"2867",TRUE,FALSE
"2868",TRUE,FALSE
"2869",TRUE,FALSE
"2870",TRUE,TRUE
"2871",TRUE,TRUE
"2872",TRUE,FALSE
"2873",TRUE,TRUE
"2874",FALSE,TRUE
"2875",FALSE,TRUE
"2876",TRUE,FALSE
"2877",TRUE,FALSE
"2878",TRUE,FALSE
"2879",TRUE,TRUE
"2880",TRUE,TRUE
"2881",TRUE,FALSE
"2882",TRUE,TRUE
"2883",TRUE,TRUE
"2884",TRUE,TRUE
"2885",TRUE,TRUE
"2886",TRUE,FALSE
"2887",TRUE,TRUE
"2888",TRUE,TRUE
"2889",TRUE,FALSE
"2890",TRUE,TRUE
"2891",TRUE,TRUE
"2892",TRUE,FALSE
"2893",TRUE,FALSE
"2894",TRUE,FALSE
"2895",TRUE,FALSE
"2896",TRUE,TRUE
"2897",TRUE,FALSE
"2898",TRUE,TRUE
"2899",TRUE,TRUE
"2900",TRUE,TRUE
"2901",TRUE,FALSE
"2902",TRUE,FALSE
"2903",TRUE,FALSE
"2904",FALSE,TRUE
"2905",TRUE,TRUE
"2906",TRUE,TRUE
"2907",TRUE,FALSE
"2908",TRUE,FALSE
"2909",TRUE,FALSE
"2910",TRUE,FALSE
"2911",TRUE,FALSE
"2912",TRUE,TRUE
"2913",TRUE,TRUE
"2914",TRUE,TRUE
"2915",TRUE,FALSE
"2916",TRUE,FALSE
"2917",TRUE,TRUE
"2918",TRUE,FALSE
"2919",TRUE,TRUE
"2920",FALSE,TRUE
"2921",TRUE,TRUE
"2922",TRUE,FALSE
"2923",TRUE,TRUE
"2924",TRUE,TRUE
"2925",TRUE,TRUE
"2926",TRUE,FALSE
"2927",TRUE,FALSE
"2928",TRUE,FALSE
"2929",TRUE,FALSE
"2930",TRUE,TRUE
"2931",TRUE,TRUE
"2932",TRUE,TRUE
"2933",TRUE,FALSE
"2934",TRUE,FALSE
"2935",TRUE,FALSE
"2936",TRUE,FALSE
"2937",TRUE,TRUE
"2938",TRUE,FALSE
"2939",TRUE,TRUE
"2940",TRUE,FALSE
"2941",TRUE,FALSE
"2942",TRUE,FALSE
"2943",TRUE,FALSE
"2944",TRUE,FALSE
"2945",TRUE,FALSE
"2946",TRUE,TRUE
"2947",TRUE,TRUE
"2948",TRUE,FALSE
"2949",TRUE,FALSE
"2950",TRUE,FALSE
"2951",TRUE,FALSE
"2952",TRUE,FALSE
"2953",TRUE,TRUE
"2954",TRUE,TRUE
"2955",TRUE,FALSE
"2956",TRUE,TRUE
"2957",TRUE,TRUE
"2958",TRUE,TRUE
"2959",TRUE,TRUE
"2960",TRUE,FALSE
"2961",TRUE,TRUE
"2962",TRUE,FALSE
"2963",TRUE,TRUE
"2964",TRUE,TRUE
"2965",TRUE,FALSE
"2966",TRUE,TRUE
"2967",TRUE,FALSE
"2968",TRUE,FALSE
"2969",TRUE,TRUE
"2970",TRUE,FALSE
"2971",TRUE,TRUE
"2972",TRUE,FALSE
"2973",TRUE,TRUE
"2974",TRUE,FALSE
"2975",TRUE,FALSE
"2976",TRUE,FALSE
"2977",TRUE,FALSE
"2978",TRUE,FALSE
"2979",TRUE,TRUE
"2980",TRUE,TRUE
"2981",TRUE,TRUE
"2982",TRUE,FALSE
"2983",TRUE,TRUE
"2984",TRUE,TRUE
"2985",TRUE,TRUE
"2986",TRUE,FALSE
"2987",TRUE,FALSE
"2988",TRUE,TRUE
"2989",TRUE,FALSE
"2990",TRUE,FALSE
"2991",TRUE,FALSE
"2992",TRUE,FALSE
"2993",TRUE,FALSE
"2994",TRUE,FALSE
"2995",TRUE,TRUE
"2996",FALSE,TRUE
"2997",TRUE,FALSE
"2998",TRUE,FALSE
"2999",TRUE,FALSE
"3000",TRUE,TRUE
"3001",TRUE,TRUE
"3002",FALSE,TRUE
"3003",TRUE,FALSE
"3004",TRUE,FALSE
"3005",TRUE,FALSE
"3006",TRUE,FALSE
"3007",TRUE,FALSE
"3008",TRUE,TRUE
"3009",TRUE,FALSE
"3010",FALSE,FALSE
"3011",FALSE,FALSE
"3012",FALSE,FALSE
"3013",TRUE,TRUE
"3014",FALSE,TRUE
"3015",TRUE,FALSE
"3016",TRUE,FALSE
"3017",TRUE,FALSE
"3018",TRUE,FALSE
"3019",TRUE,FALSE
"3020",TRUE,FALSE
"3021",TRUE,TRUE
"3022",TRUE,FALSE
"3023",TRUE,FALSE
"3024",TRUE,FALSE
"3025",TRUE,FALSE
"3026",TRUE,TRUE
"3027",FALSE,TRUE
"3028",TRUE,TRUE
"3029",TRUE,TRUE
"3030",TRUE,FALSE
"3031",TRUE,FALSE
"3032",TRUE,FALSE
"3033",TRUE,FALSE
"3034",TRUE,FALSE
"3035",TRUE,FALSE
"3036",TRUE,FALSE
"3037",TRUE,FALSE
"3038",TRUE,FALSE
"3039",TRUE,FALSE
"3040",TRUE,TRUE
"3041",TRUE,TRUE
"3042",TRUE,TRUE
"3043",TRUE,FALSE
"3044",FALSE,TRUE
"3045",TRUE,FALSE
"3046",TRUE,FALSE
"3047",TRUE,FALSE
"3048",TRUE,TRUE
"3049",FALSE,TRUE
"3050",FALSE,TRUE
"3051",TRUE,TRUE
"3052",FALSE,TRUE
"3053",TRUE,FALSE
"3054",TRUE,FALSE
"3055",TRUE,FALSE
"3056",TRUE,FALSE
"3057",TRUE,FALSE
"3058",TRUE,FALSE
"3059",TRUE,FALSE
"3060",TRUE,TRUE
"3061",FALSE,TRUE
"3062",FALSE,FALSE
"3063",TRUE,FALSE
"3064",TRUE,TRUE
